MezheYeshut,GISId,MisparYeshut,MisparYeshutAv,AchuzHachtamot,AchuzHachtamotMitcham,Bayt,GushChelka,KamutDirot,KamutTziburi,kaymetminhelet,KodMinhelet,KtovetAishKesher,MachozMinhal,MahutBakasha,MechirMemutza,mitve,Rechov,SemelIishuv,ShemMitcham,ShnatBakasha,ShnatHryter,ShnatIchlus,Status,TaarichMechiraRishona,YachadKayam,YachadMutza,YachadTabo,YachadTosafti,Yazam,Yeshut,Yeshuv,BakashaLeHeter,Heter1,Ichlus1
16-641019,641019,16002020,NULL,NULL,NULL,15,NULL,9,1,כן,70,"המעפילים 15,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים, 16 יח""ד קיימות ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 2 יח""ד בקומת עמודים קיימת ו10 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 28 יח""ד.",13609,"תמ""א - חיזוק ועיבוי",המעפילים,70,NULL,2013,2015,2016,אכלוס,07/09/2015,16,28,NULL,12,NULL,"תמ""א",אשדוד,2013-09-02,2015-01-27,2016-09-19
16-641118,641118,16002034,NULL,NULL,NULL,4,NULL,13,NULL,כן,70,"האצל"" 4,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים, 19 יח""ד,  ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 2 יח""ד בקומת עמודים קיימת ו- 10 יח""ד ב-2.5 קומות נוספות (מתוכם  5 דופלקסים). סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 31 יח""ד.",18851,"תמ""א - חיזוק ועיבוי","האצל""",70,NULL,2012,2015,NULL, היתר,12/11/2018,19,31,NULL,12,NULL,"תמ""א",אשדוד,2012-08-23,2015-06-25,NULL
16-641232,641232,16002052,NULL,NULL,NULL,2,NULL,NULL,8,כן,70,"כפתור החולות 2,אשדוד",דרום,NULL,NULL,"תמ""א - חיזוק ועיבוי",כפתור החולות,70,NULL,2013,2015,2017,אכלוס,NULL,32,56,NULL,24,NULL,"תמ""א",אשדוד,2013-07-08,2015-03-30,2017-05-24
16-641243,641243,16002054,NULL,NULL,NULL,2,NULL,NULL,NULL,כן,70,"מבוא העירית 2,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים ותוספת עפ""י תמ""א 38/3: חיזוק 32 דירות קיימות, תוספת 6 יח""ד בקומת עמודים קיימת ו22 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 60 יח""ד.",NULL,"תמ""א - חיזוק ועיבוי",מבוא העירית,70,NULL,2012,2015,2018,אכלוס,NULL,32,57,NULL,25,NULL,"תמ""א",אשדוד,2012-12-24,2015-06-17,2018-06-01
16-641024,641024,16002169,NULL,NULL,NULL,7,NULL,49,6,כן,70,"המעפילים 7,אשדוד",דרום,NULL,15825,"תמ""א - חיזוק ועיבוי",המעפילים,70,NULL,2012,2015,2019,אכלוס,09/07/2019,16,29,NULL,13,NULL,"תמ""א",אשדוד,2012-10-14,2015-07-27,2019-04-08
16-641177,641177,16002188,NULL,NULL,NULL,22,NULL,NULL,NULL,כן,70,"קרן היסוד 22,אשדוד",דרום,NULL,NULL,"תמ""א - חיזוק ועיבוי",קרן היסוד,70,NULL,2012,2015,2018,אכלוס,NULL,32,58,NULL,26,NULL,"תמ""א",אשדוד,2012-07-12,2015-03-04,2018-03-12
16-641101,641101,16000011,NULL,NULL,NULL,15,NULL,14,NULL,כן,70,"שפירא אברהם 15,אשדוד",דרום,NULL,16469,"תמ""א - חיזוק ועיבוי",שפירא אברהם,70,NULL,2014,2016,2018,אכלוס,29/08/2016,16,30,NULL,14,NULL,"תמ""א",אשדוד,2014-10-21,2016-04-19,2018-09-06
16-641102,641102,16000012,NULL,NULL,NULL,17,NULL,16,1,כן,70,"שפירא אברהם 17,אשדוד",דרום,"חיזוק מבנה קיים ע""פ תמ""א 38.3 בין 4 קומות מעל קומת עמודים. סה""כ קיים 16 יח""ד . 1.תוספת ממ""ד מרפסות לדירות קיימות . 2.בניית 4 יח""ד בקומת קרקע. 3.תוספת 2.5 קומות חדשות.10 יח""ד .סה""כ לאחר חיזוק מבנה יהיה בן 8 קומות מעל קרקע .30 יח""ד",14027,"תמ""א - חיזוק ועיבוי",שפירא אברהם,70,NULL,2015,2016,2019,אכלוס,20/07/2016,16,30,NULL,14,NULL,"תמ""א",אשדוד,2015-03-31,2016-08-22,2019-01-06
16-641032,641032,16000153,NULL,NULL,NULL,7,NULL,NULL,6,כן,70,"סטרומה 7,אשדוד",דרום,NULL,NULL,"תמ""א - חיזוק ועיבוי",סטרומה,70,NULL,2015,2016,2018,אכלוס,NULL,14,25,NULL,11,NULL,"תמ""א",אשדוד,2015-07-13,2016-01-12,2018-03-12
16-641086,641086,16000158,NULL,NULL,NULL,9,NULL,15,NULL,כן,70,"יהודה המכבי 9,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים, 16 יח""ד,  ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 3 יח""ד בקומת עמודים קיימת ו-11 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 30 יח""ד.",12917,"תמ""א - חיזוק ועיבוי",יהודה המכבי,70,NULL,2015,2016,2020,אכלוס,17/09/2016,16,30,NULL,14,NULL,"תמ""א",אשדוד,2015-09-08,2016-07-06,2020-12-07
16-641198,641198,16000170,NULL,NULL,NULL,4,NULL,1,NULL,כן,70,"המפרש 4,אשדוד",דרום,"חיזוק והרחבת מבנה במסגרת תמ""א 38 .תוספת 2.5 קומות מעל 3 קומות מעל קומת עמודים חלקית. תוספת ממדי""ם .מעלית ומרפסות בסה""כ תוספת 5 יח""ד דיור ל-6יח""ד קיימות.",14765,"תמ""א - חיזוק ועיבוי",המפרש,70,NULL,2013,2016,2018,אכלוס,22/10/2018,6,11,NULL,5,NULL,"תמ""א",אשדוד,2013-04-11,2016-05-15,2018-01-21
16-641087,641087,16001596,NULL,NULL,NULL,11,NULL,NULL,NULL,כן,70,"בן יוסף שלמה 11,אשדוד",דרום,"1.חיזוק מבנה (מס' 9) בן 4 קומות מעל קומת עמודים, 16 יח""ד,  ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 2 יח""ד בקומת עמודים קיימת ו10 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 28 יח""ד. 2.חיזוק מבנה (מס' 11) בן 4 ק",NULL,"תמ""א - חיזוק ועיבוי",בן יוסף שלמה,70,NULL,2014,2016,2016,אכלוס,NULL,56,98,NULL,42,NULL,"תמ""א",אשדוד,2014-06-19,2016-02-09,2016-12-01
16-641090,641090,16001597,NULL,NULL,NULL,21,NULL,49,2,כן,70,"בן יוסף שלמה 21,אשדוד",דרום,NULL,13656,"תמ""א - חיזוק ועיבוי",בן יוסף שלמה,70,NULL,2015,2016,2018,אכלוס,01/06/2016,16,28,NULL,12,NULL,"תמ""א",אשדוד,2015-09-21,2016-08-16,2018-06-18
16-641091,641091,16001598,NULL,NULL,NULL,23,NULL,49,2,כן,70,"בן יוסף שלמה 23,אשדוד",דרום,NULL,13656,"תמ""א - חיזוק ועיבוי",בן יוסף שלמה,70,NULL,2015,2016,2018,אכלוס,01/06/2016,24,46,NULL,22,NULL,"תמ""א",אשדוד,2015-01-14,2016-12-22,2018-12-01
16-641104,641104,16001602,NULL,NULL,NULL,27,NULL,36,5,כן,70,"שפירא אברהם 27,אשדוד",דרום,"חיזוק מבנה קיים בן 4 קומות מעל קומת עמודים ,32 יח""ד. תוספת 6 יח""ד בקומת הקרקע,20 יח""ד ב-2.5 קומות הנוספות סה""כ המבנה יהיה בן 7 קומות מעל קומת הקרקע, 58 יח""ד.",13322,"תמ""א - חיזוק ועיבוי",שפירא אברהם,70,NULL,2011,2016,2020,אכלוס,07/12/2016,32,52,NULL,20,NULL,"תמ""א",אשדוד,2011-08-14,2016-10-06,2020-12-28
16-641160,641160,16001607,NULL,NULL,NULL,29,NULL,2,NULL,כן,70,"בן אליעזר אריה 29,אשדוד",דרום,"חיזוק מבנה בהתאם לתמ""א 38/3, תוספת 2 יח""ד  בקומת עמודים, מחסנים דירתיים, חיזוק דירות קיימות ע""י תוספת ממ""ד , ומרפסות, התקנת מעלית, תוספת 3 קומות ובהן 10 יח""ד לבנין קיים בן 4 קומות מעל קומת עמודים - סה""כ 16 יח""ד.",15220,"תמ""א - חיזוק ועיבוי",בן אליעזר אריה,70,NULL,2014,2016,2020,אכלוס,14/11/2019,16,28,NULL,12,NULL,"תמ""א",אשדוד,2014-11-19,2016-12-12,2020-08-20
16-641163,641163,16001608,NULL,NULL,NULL,7,NULL,7,NULL,כן,70,"ארן זלמן 7,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים, 32 יח""ד,  ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 2 יח""ד בקומת עמודים קיימת ו- 20 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 54 יח""ד.",37345,"תמ""א - חיזוק ועיבוי",ארן זלמן,70,NULL,2015,2016,NULL, היתר,29/11/2019,32,54,NULL,22,NULL,"תמ""א",אשדוד,2015-09-17,2016-12-06,NULL
16-641017,641017,16001732,NULL,NULL,NULL,22,NULL,NULL,NULL,כן,70,"ההסתדרות 22,אשדוד",דרום,"אישור מצב קיים +שינויים כלפי היתר מס' 20090778 לחיזוק המבנה על פי תמ""א 38/3 : תוספת  3 יח""ד בקומת הקרקע ,שינויים פנימיים בקומות הקיימות על פי היתר,תוספת יח""ד אחת בקומה שישית ע""י חלוקת דירה קיימת עם 2 ממ""דים  בהיתר, יצירת מדרגות פנימיות ב- 4 דירות בקומה ש",NULL,"תמ""א - חיזוק ועיבוי",ההסתדרות,70,NULL,2012,2016,2016,אכלוס,NULL,16,27,NULL,11,NULL,"תמ""א",אשדוד,2012-10-15,2016-01-10,2016-05-09
16-641023,641023,16001735,NULL,NULL,NULL,62,NULL,19,NULL,כן,70,"המעפילים 62,אשדוד",דרום,NULL,15301,"תמ""א - חיזוק ועיבוי",המעפילים,70,NULL,2013,2016,NULL, היתר,11/08/2017,16,30,NULL,14,NULL,"תמ""א",אשדוד,2013-01-20,2016-12-22,NULL
16-641226,641226,16001763,NULL,NULL,NULL,10,NULL,16,4,כן,70,"הרותם 10,אשדוד",דרום,NULL,14800,"תמ""א - חיזוק ועיבוי",הרותם,70,NULL,2014,2016,2019,אכלוס,18/05/2015,16,30,NULL,14,NULL,"תמ""א",אשדוד,2014-08-03,2016-01-03,2019-05-29
16-641006,641006,16001874,NULL,NULL,NULL,4,NULL,45,NULL,כן,70,"האשכול 4,אשדוד",דרום,NULL,17822,"תמ""א - חיזוק ועיבוי",האשכול,70,NULL,2015,2016,2019,אכלוס,25/06/2016,20,30,NULL,10,NULL,"תמ""א",אשדוד,2015-08-18,2016-06-08,2019-07-01
16-641043,641043,16001881,NULL,NULL,NULL,3,NULL,5,NULL,כן,70,"הרב קוק 3,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים, 16 יח""ד,  ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 2 יח""ד בקומת עמודים קיימת ו10 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 28 יח""ד.",13872,"תמ""א - חיזוק ועיבוי",הרב קוק,70,NULL,2013,2016,2020,אכלוס,29/07/2017,16,28,NULL,12,NULL,"תמ""א",אשדוד,2013-10-14,2016-03-08,2020-03-19
16-641083,641083,16001885,NULL,NULL,NULL,3,NULL,10,NULL,כן,70,"יהודה המכבי 3,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 2 יח""ד בקומת עמודים קיימת ו-10 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר החיזוק יהיה המבנה בן 7 קומות מעל קומת עמודים, 28 יח""ד.",14186,"תמ""א - חיזוק ועיבוי",יהודה המכבי,70,NULL,2013,2016,2020,אכלוס,23/12/2018,16,28,NULL,12,NULL,"תמ""א",אשדוד,2013-06-12,2016-05-22,2020-04-27
16-641242,641242,16001902,NULL,NULL,NULL,14,NULL,NULL,15,כן,70,"מבוא העירית 14,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים, 32 יח""ד,  ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 8 יח""ד בקומת עמודים קיימת ו23יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 63 יח""ד.",NULL,"תמ""א - חיזוק ועיבוי",מבוא העירית,70,NULL,2014,2016,2019,אכלוס,NULL,32,63,NULL,31,NULL,"תמ""א",אשדוד,2014-02-12,2016-12-26,2019-11-28
16-641009,641009,16002018,NULL,NULL,NULL,37,NULL,NULL,NULL,כן,70,"רוגוזין 37,אשדוד",דרום,"חיזוק והרחבת מבנה מתוקף תמ""א 3/38 הכולל תוספת 2.5 קומות ו-11 יח""ד חדשות ל-16 קיימות - 27 יח""ד בבנין.",NULL,"תמ""א - חיזוק ועיבוי",רוגוזין,70,NULL,2012,2016,2018,אכלוס,NULL,16,27,NULL,11,NULL,"תמ""א",אשדוד,2012-07-30,2016-02-03,2018-12-26
16-641152,641152,16002037,NULL,NULL,NULL,14,NULL,NULL,NULL,כן,70,"בן אליעזר אריה 14,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 3 יח""ד בקומת עמודים קיימת ו-11 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר החיזוק יהיה המבנה בן 7 קומות מעל קומת קרקע, 30 יח""ד.",NULL,"תמ""א - חיזוק ועיבוי",בן אליעזר אריה,70,NULL,2013,2016,2019,אכלוס,NULL,16,30,NULL,14,NULL,"תמ""א",אשדוד,2013-04-25,2016-11-01,2019-09-01
16-641233,641233,16002197,NULL,NULL,NULL,6,NULL,1,7,כן,70,"כפתור החולות 6,אשדוד",דרום,NULL,13689,"תמ""א - חיזוק ועיבוי",כפתור החולות,70,NULL,2015,2016,2019,אכלוס,12/02/2018,32,56,NULL,24,NULL,"תמ""א",אשדוד,2015-02-12,2016-03-20,2019-02-19
16-641234,641234,16002198,NULL,NULL,NULL,20,NULL,NULL,2,כן,70,"הכלנית 20,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים, 32 יח""ד,  ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 7 יח""ד בקומת עמודים קיימת ו- 23 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 62 יח""ד.",NULL,"תמ""א - חיזוק ועיבוי",הכלנית,70,NULL,2014,2016,2019,אכלוס,NULL,32,62,NULL,30,NULL,"תמ""א",אשדוד,2014-12-15,2016-11-22,2019-10-23
16-641110,641110,16002604,NULL,NULL,NULL,9,NULL,NULL,NULL,כן,70,"שפירא אברהם 9,אשדוד",דרום,NULL,NULL,"תמ""א - חיזוק ועיבוי",שפירא אברהם,70,NULL,2015,2016,2018,אכלוס,NULL,16,30,NULL,14,NULL,"תמ""א",אשדוד,2015-08-31,2016-08-25,2018-12-17
16-641140,641140,16002607,NULL,NULL,NULL,33,NULL,1,NULL,כן,70,"גור דב 33,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים, 16 יח""ד,  ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 4 יח""ד בקומת עמודים קיימת ו- 10 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 30 יח""ד.",16391,"תמ""א - חיזוק ועיבוי",גור דב,70,NULL,2015,2016,NULL, היתר,15/02/2020,16,31,NULL,15,NULL,"תמ""א",אשדוד,2015-11-12,2016-12-25,NULL
16-641150,641150,16002609,NULL,NULL,NULL,11,NULL,NULL,1,כן,70,"בן אליעזר אריה 11,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים, 16 יח""ד,  ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 4 יח""ד בקומת עמודים קיימת ו- 10 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 30 יח""ד.",NULL,"תמ""א - חיזוק ועיבוי",בן אליעזר אריה,70,NULL,2015,2016,2019,אכלוס,NULL,16,26,NULL,10,NULL,"תמ""א",אשדוד,2015-07-23,2016-10-26,2019-10-03
16-641005,641005,16000002,NULL,NULL,NULL,10,NULL,10,NULL,כן,70,"האשכול 10,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים, 16 יח""ד,  ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 3 יח""ד בקומת עמודים קיימת ו- 10 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 29 יח""ד.",19492,"תמ""א - חיזוק ועיבוי",האשכול,70,NULL,2015,2017,2020,אכלוס,25/10/2017,16,29,NULL,13,NULL,"תמ""א",אשדוד,2015-10-19,2017-07-04,2020-08-01
16-641079,641079,16000007,NULL,NULL,NULL,14,NULL,9,2,כן,70,"יהודה המכבי 14,אשדוד",דרום,NULL,14510,"תמ""א - חיזוק ועיבוי",יהודה המכבי,70,NULL,2015,2017,2022,אכלוס,17/09/2018,32,54,NULL,22,NULL,"תמ""א",אשדוד,2015-06-29,2017-11-16,2022-04-01
16-641145,641145,16000018,NULL,NULL,NULL,8,NULL,41,3,כן,70,"שבזי 8,אשדוד",דרום,"חיזוק והרחבת מבנה קיים תלת-אגפי בן 4 קומות מעל קומת עמודים (24 יח""ד קיימות) מכח תמ""א 38/3 1. תוספת ממ""ד ומרפסות לדירות קיימות 2. סגירת קומת עמודים מפולשת בקונטור הקומה הטיפוסית המורחבת - תוספת 3 דירות 3. תוספת 2.5 קומות חדשות מעל קומות טיפוסיות - תוספת 1",14459,"תמ""א - חיזוק ועיבוי",שבזי,70,NULL,2013,2017,2020,אכלוס,29/03/2017,24,42,NULL,18,NULL,"תמ""א",אשדוד,2013-12-11,2017-01-15,2020-03-04
16-641204,641204,16000027,NULL,NULL,NULL,16,NULL,13,2,כן,70,"הרב אבוחצירה 16,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים - 16 יח""ד , ותוספת עפ""י תמ""א 38/3, חיזוק דירות קיימות + תוספת 4 יח""ד בקומת עמודים קיימת, ו-10 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר החיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע - סה""כ לאחר התוספת 30 יח""ד .",11829,"תמ""א - חיזוק ועיבוי",הרב אבוחצירה,70,NULL,2016,2017,2021,אכלוס,02/05/2018,16,30,NULL,14,NULL,"תמ""א",אשדוד,2016-06-13,2017-11-09,2021-09-01
16-641228,641228,16000031,NULL,NULL,NULL,8,NULL,NULL,NULL,כן,70,"הרותם 8,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 2 יח""ד בקומת עמודים קיימת ו-10 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 28 יח""ד",NULL,"תמ""א - חיזוק ועיבוי",הרותם,70,NULL,2013,2017,NULL, היתר,NULL,16,28,NULL,12,NULL,"תמ""א",אשדוד,2013-01-27,2017-09-19,NULL
16-640998,640998,16000148,NULL,NULL,NULL,22,NULL,12,NULL,כן,70,"שבי ציון 22,אשדוד",דרום,"חיזוק מבנה בן 4 קומות מעל קומת עמודים, 16 יח""ד,  ותוספת עפ""י תמ""א 38/3: חיזוק דירות קיימות, תוספת 3 יח""ד בקומת עמודים קיימת ו- 10 יח""ד ב-2.5 קומות נוספות. סה""כ לאחר חיזוק יהיה המבנה בן 7 קומות מעל קומת הקרקע, 29 יח""ד.",14537,"תמ""א - חיזוק ועיבוי",שבי ציון,70,NULL,2015,2017,2019,אכלוס,14/11/2017,16,29,NULL,13,NULL,"תמ""א",אשדוד,2015-10-19,2017-08-14,2019-11-19
16-641046,641046,16000155,NULL,NULL,NULL,43,NULL,11,10,כן,70,"הרב קוק 43,אשדוד",דרום,"חיזוק מבנים ותוספת 12 יח""ד על פי תמ""א 38 , תוספת 2 יח""ד בקרקע ו-8 יח""ד בקומות 5,6 , ו-2 יח""ד בקומה חלקית מכוח תמ""א . תוספת ממד""ים, מרפסות והרחבות דירות קיימות מכוח תמ""א לבנין קיים בן 16 יח""ד - סה""כ 28 יח""ד .",14329,"תמ""א - חיזוק ועיבוי",הרב קוק,70,NULL,2015,2017,2019,אכלוס,18/07/2017,16,28,NULL,12,NULL,"תמ""א",אשדוד,2015-05-11,2017-05-10,2019-12-01
